genome_name,Completeness,completeness_score,Contamination,contamination_score,assembly_quality,N50_contigs,Longest_contig_bp,Winner_Completeness,winner_completeness_score,Winner_Contamination,winner_contamination_score,winner_assembly_quality,classification,Domain,Phylum,Class,Order,Family,Genus,Species,source,dRep,analysis_project_type,completeness_software,completeness_software_version,assembly_tool,assembly_tool_version,annotation_tool,annotation_tool_version,binning_software,binning_software_version
blaze20.rt.cf.qt_MH_blaze20.rt.cf.qt_MH_bin.10_renamed,61.52,Medium,39.76,Low,Low,4184,17127,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze20.rt.cf.qt_MH_blaze20.rt.cf.qt_MH_bin.11_renamed,53.37,Medium,6.9,Medium,Medium,4022,14357,54.5,Medium,6.25,Medium,Medium,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,,hard_drive_data_assembly,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze20.rt.cf.qt_MH_blaze20.rt.cf.qt_MH_bin.14_renamed,46,Low,1.72,High,Low,4951,19750,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze20.rt.cf.qt_MH_blaze20.rt.cf.qt_MH_bin.15_renamed,85.08,Medium,89.67,Low,Low,4798,46913,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Fen-1467;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Fen-1467,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze20.rt.cf.qt_MH_blaze20.rt.cf.qt_MH_bin.16_renamed,36.99,Low,0,High,Low,3983,9586,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Propionispira;s__,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Propionispira,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze20.rt.cf.qt_MH_blaze20.rt.cf.qt_MH_bin.24_renamed,96.55,High,6.03,Medium,Medium,18866,50360,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Fen-549;s__Fen-549 sp003162055,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Fen-549,Fen-549 sp003162055,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze20.rt.cf.qt_MH_blaze20.rt.cf.qt_MH_bin.25_renamed,56.9,Medium,0,High,Medium,11130,40936,60.79,Medium,2.49,High,Medium,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__CAIVVT01;s__,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,CAIVVT01,,hard_drive_data_assembly,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze20.rt.cf.qt_MH_blaze20.rt.cf.qt_MH_bin.26_renamed,69.23,Medium,2.85,High,Medium,7588,33159,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze20.rt.cf.qt_MH_blaze20.rt.cf.qt_MH_bin.2_renamed,71.39,Medium,56.14,Low,Low,6436,33784,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze20.rt.cf.qt_MH_blaze20.rt.cf.qt_MH_bin.3_renamed,73.16,Medium,6.39,Medium,Medium,4803,16360,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__RBG-16-64-13;f__RBG-16-64-13;g__Chersky-299;s__,Bacteria,Actinomycetota,Thermoleophilia,RBG-16-64-13,RBG-16-64-13,Chersky-299,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze20.rt.cf.qt_MH_blaze20.rt.cf.qt_MH_bin.4_renamed,48.41,Low,5.42,Medium,Low,3648,13045,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze20.rt.cf.qt_MH_blaze20.rt.cf.qt_MH_bin.6_renamed,69.23,Medium,5.56,Medium,Medium,4853,17390,72.15,Medium,5.3,Medium,Medium,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__2-02-FULL-66-22;g__2-02-FULL-66-22;s__,Bacteria,Methylomirabilota,Methylomirabilia,Methylomirabilales,2-02-FULL-66-22,2-02-FULL-66-22,,hard_drive_data_assembly,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze20.rt.cf.qt_MH_blaze20.rt.cf.qt_MH_bin.7_renamed,55.54,Medium,10.34,Low,Low,5526,26740,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze20.rt.cf.qt_MH_blaze20.rt.cf.qt_MH_bin.9_renamed,55.32,Medium,4.02,High,Medium,4497,11786,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Fen-549;s__,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Fen-549,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.11_renamed,77.93,Medium,4.31,High,Medium,21936,67240,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__UMGS1260;f__UMGS1260;g__Pelorhabdus;s__,Bacteria,Bacillota_C,Negativicutes,UMGS1260,UMGS1260,Pelorhabdus,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.16_renamed,91.63,High,71.19,Low,Low,13528,105224,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.18_renamed,96.18,High,6.9,Medium,Medium,16365,67428,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_I,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.19_renamed,92.83,High,1.9,High,High,14109,69387,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__UBA1792;s__,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,UBA1792,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.22_renamed,81.72,Medium,1.08,High,Medium,11655,58008,77.49,Medium,1.82,High,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,hard_drive_data_assembly,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.23_renamed,91.54,High,33.67,Low,Low,6277,44588,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.25_renamed,74.14,Medium,5.17,Medium,Medium,26552,96925,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.26_renamed,90.84,High,1.5,High,High,21284,88361,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1794;s__UBA1794 sp002315435,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,UBA1794,UBA1794 sp002315435,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.28_renamed,79.78,Medium,2.37,High,Medium,9201,53579,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__DSM-13327;f__DSM-13327;g__CTSoil-075;s__,Bacteria,Bacillota_C,Negativicutes,DSM-13327,DSM-13327,CTSoil-075,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.29_renamed,52.59,Medium,0,High,Medium,11539,45477,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__UBA1792;s__UBA1792 sp002315155,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,UBA1792,UBA1792 sp002315155,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.32_renamed,62.47,Medium,27.06,Low,Low,3850,14650,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__Bog-752;s__,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,Bog-752,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.35_renamed,89.07,Medium,3.41,High,Medium,17854,70557,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA8389;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1402,UBA8389,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.37_renamed,63.79,Medium,2.59,High,Medium,6752,25373,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ruminiclostridium_D;s__,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ethanoligenenaceae,Ruminiclostridium_D,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.3_renamed,83.8,Medium,0.93,High,Medium,12159,59406,86.64,Medium,0.43,High,Medium,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CTSoil-043,,hard_drive_data_assembly,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.4_renamed,34.75,Low,5.49,Medium,Low,4307,16370,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.6_renamed,63.31,Medium,0,High,Medium,75871,137767,NA,NA,NA,NA,NA,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA1547;s__,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.7_renamed,80.32,Medium,7.91,Medium,Medium,10261,46030,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__TOLSYN;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Koribacteraceae,TOLSYN,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.8_renamed,66.39,Medium,4.86,High,Medium,13300,96417,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze21.rt.cf.qt_MH_blaze21.rt.cf.qt_MH_bin.9_renamed,61.93,Medium,29.73,Low,Low,5811,32024,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze22.rt.cf.qt_MH_blaze22.rt.cf.qt_MH_bin.10_renamed,77.89,Medium,3.67,High,Medium,11285,37639,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze22.rt.cf.qt_MH_blaze22.rt.cf.qt_MH_bin.11_renamed,83.65,Medium,78.91,Low,Low,5164,31716,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze22.rt.cf.qt_MH_blaze22.rt.cf.qt_MH_bin.12_renamed,51.34,Medium,2.19,High,Medium,4620,14003,50.31,Medium,0.51,High,Medium,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__Fen-1260;s__Fen-1260 sp003162635,Bacteria,Bacteroidota,UBA10030,UBA10030,UBA6906,Fen-1260,Fen-1260 sp003162635,hard_drive_data_assembly,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze22.rt.cf.qt_MH_blaze22.rt.cf.qt_MH_bin.17_renamed,93.21,High,7.85,Medium,Medium,19904,66667,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_I,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze22.rt.cf.qt_MH_blaze22.rt.cf.qt_MH_bin.22_renamed,73.14,Medium,12.28,Low,Low,14432,47454,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze22.rt.cf.qt_MH_blaze22.rt.cf.qt_MH_bin.25_renamed,70.79,Medium,0,High,Medium,6899,28433,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CTSoil-043,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze22.rt.cf.qt_MH_blaze22.rt.cf.qt_MH_bin.27_renamed,55.25,Medium,12.93,Low,Low,5018,16238,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze22.rt.cf.qt_MH_blaze22.rt.cf.qt_MH_bin.30_renamed,88.81,Medium,59.57,Low,Low,5078,30691,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_I,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze22.rt.cf.qt_MH_blaze22.rt.cf.qt_MH_bin.7_renamed,81.03,Medium,6.9,Medium,Medium,21500,71599,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__DSM-13327;f__DSM-13327;g__CTSoil-075;s__,Bacteria,Bacillota_C,Negativicutes,DSM-13327,DSM-13327,CTSoil-075,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.10_renamed,63.31,Medium,0,High,Medium,49262,135802,NA,NA,NA,NA,NA,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA1547;s__,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.11_renamed,64.25,Medium,0,High,Medium,118981,184153,NA,NA,NA,NA,NA,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA1547;s__,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.12_renamed,62.07,Medium,0,High,Medium,10663,53570,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.14_renamed,69.64,Medium,2.15,High,Medium,25081,83265,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.15_renamed,84.44,Medium,2.78,High,Medium,13199,36400,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CTSoil-043,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.16_renamed,90.36,High,64.26,Low,Low,6296,48399,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__Bog-752;s__,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,Bog-752,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.19_renamed,66.07,Medium,0,High,Medium,15863,44229,NA,NA,NA,NA,NA,d__Bacteria;p__Caldisericota;c__Caldisericia;o__Cryosericales;f__Cryosericaceae;g__Cryosericum;s__,Bacteria,Caldisericota,Caldisericia,Cryosericales,Cryosericaceae,Cryosericum,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.20_renamed,89.24,Medium,9.59,Medium,Medium,12426,41499,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Fen-668;s__,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Fen-668,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.21_renamed,51.52,Medium,15.09,Low,Low,4615,26729,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
